ID-TOTS,ID,A_EXPEDIENT_HES,A_EMPRESA_HES,A_PRODUCTE_HES,A_DATA_HES,A_REFERENCIA_HES,A_ORIGEN_HES,A_DESTI_HES,A_UNITATS_HES,A_IN_HES,A_OUT_HES,A_STOCK_HES,A_OPERACIO_HES,A_ESTAT_HES
2248,14,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-11-05 09:39:57,MGZ01/SURT/00010,MGZ01/Stock,Customers,56,,56,0,OP_INTERMITJA,Hecho
2249,15,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-11-12 09:35:44,MGZ01/ENTRA/00009,Vendors,MGZ01/Stock,170,170,,170,OP_INTERMITJA,Hecho
2250,16,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-11-12 09:39:24,MGZ01/SURT/00011,MGZ01/Stock,Customers,67,,67,103,OP_INTERMITJA,Hecho
2251,17,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-11-12 09:44:27,MGZ01/SURT/00012,MGZ01/Stock,Customers,46,,46,57,OP_INTERMITJA,Hecho
2252,18,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-11-12 09:47:13,MGZ01/SURT/00013,MGZ01/Stock,Customers,57,,57,0,OP_INTERMITJA,Hecho
2253,19,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-11-20 08:26:55,MGZ01/ENTRA/00011,Vendors,MGZ01/Stock,189,189,,189,OP_INTERMITJA,Hecho
2254,20,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-11-20 10:58:14,MGZ01/SURT/00014,MGZ01/Stock,Customers,61,,61,128,OP_INTERMITJA,Hecho
2255,21,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-11-20 11:04:20,MGZ01/SURT/00015,MGZ01/Stock,Customers,61,,61,67,OP_INTERMITJA,Hecho
2256,22,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-11-20 11:11:02,MGZ01/SURT/00016,MGZ01/Stock,Customers,67,,67,0,OP_INTERMITJA,Hecho
2257,23,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-11-26 09:32:51,MGZ01/ENTRA/00013,Vendors,MGZ01/Stock,189,189,,189,OP_INTERMITJA,Hecho
2258,24,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-11-26 09:36:01,MGZ01/SURT/00017,MGZ01/Stock,Customers,77,,77,112,OP_INTERMITJA,Hecho
2259,25,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-11-26 09:38:27,MGZ01/SURT/00018,MGZ01/Stock,Customers,80,,80,32,OP_INTERMITJA,Hecho
2260,26,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-11-26 09:52:33,MGZ01/ENTRA/00015,Vendors,MGZ01/Stock,36,36,,68,OP_INTERMITJA,Hecho
2261,27,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-11-26 09:54:24,MGZ01/SURT/00019,MGZ01/Stock,Customers,68,,68,0,OP_INTERMITJA,Hecho
2262,28,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-12-03 09:20:46,MGZ01/ENTRA/00016,Vendors,MGZ01/Stock,170,170,,170,OP_INTERMITJA,Hecho
2263,29,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-12-03 09:27:33,MGZ01/SURT/00020,MGZ01/Stock,Customers,64,,64,106,OP_INTERMITJA,Hecho
2264,30,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-12-03 09:34:38,MGZ01/SURT/00021,MGZ01/Stock,Customers,56,,56,50,OP_INTERMITJA,Hecho
2265,31,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-12-03 09:36:44,MGZ01/SURT/00022,MGZ01/Stock,Customers,50,,50,0,OP_INTERMITJA,Hecho
2266,32,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-12-10 09:09:41,MGZ01/ENTRA/00019,Vendors,MGZ01/Stock,183,183,,183,OP_INTERMITJA,Hecho
2267,33,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-12-10 09:11:37,MGZ01/SURT/00023,MGZ01/Stock,Customers,56,,56,127,OP_INTERMITJA,Hecho
2268,34,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-12-10 09:13:54,MGZ01/SURT/00024,MGZ01/Stock,Customers,66,,66,61,OP_INTERMITJA,Hecho
2269,35,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-12-10 09:15:26,MGZ01/SURT/00025,MGZ01/Stock,Customers,61,,61,0,OP_FINAL,Hecho
2270,1,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-10-17 09:46:43,MGZ01/ENTRA/00002,Vendors,MGZ01/Stock,67,67,,67,OP_INICIAL,Hecho
2271,2,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-10-17 10:22:04,MGZ01/SURT/00001,MGZ01/Stock,Customers,67,,67,0,OP_INTERMITJA,Hecho
2272,3,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-10-23 08:53:12,MGZ01/ENTRA/00003,Vendors,MGZ01/Stock,174,174,,174,OP_INTERMITJA,Hecho
2273,4,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-10-23 09:03:17,MGZ01/SURT/00002,MGZ01/Stock,Customers,56,,56,118,OP_INTERMITJA,Hecho
2274,5,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-10-23 11:07:13,MGZ01/SURT/00003,MGZ01/Stock,Customers,52,,52,66,OP_INTERMITJA,Hecho
2275,6,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-10-23 11:10:32,MGZ01/SURT/00004,MGZ01/Stock,Customers,66,,66,0,OP_INTERMITJA,Hecho
2276,7,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-10-29 10:20:45,MGZ01/ENTRA/00005,Vendors,MGZ01/Stock,164,164,,164,OP_INTERMITJA,Hecho
2277,8,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-10-29 10:26:03,MGZ01/SURT/00005,MGZ01/Stock,Customers,58,,58,106,OP_INTERMITJA,Hecho
2278,9,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-10-29 10:28:59,MGZ01/SURT/00006,MGZ01/Stock,Customers,40,,40,66,OP_INTERMITJA,Hecho
2279,10,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-10-29 10:31:40,MGZ01/SURT/00007,MGZ01/Stock,Customers,66,,66,0,OP_INTERMITJA,Hecho
2280,11,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-11-05 09:29:42,MGZ01/ENTRA/00007,Vendors,MGZ01/Stock,212,212,,212,OP_INTERMITJA,Hecho
2281,12,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-11-05 09:33:39,MGZ01/SURT/00008,MGZ01/Stock,Customers,73,,73,139,OP_INTERMITJA,Hecho
2282,13,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-11-05 09:37:00,MGZ01/SURT/00009,MGZ01/Stock,Customers,72,,72,67,OP_INTERMITJA,Hecho
2283,14,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-11-05 09:39:57,MGZ01/SURT/00010,MGZ01/Stock,Customers,67,,67,0,OP_INTERMITJA,Hecho
2284,15,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-11-12 09:35:44,MGZ01/ENTRA/00009,Vendors,MGZ01/Stock,184,184,,184,OP_INTERMITJA,Hecho
2285,16,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-11-12 09:39:24,MGZ01/SURT/00011,MGZ01/Stock,Customers,59,,59,125,OP_INTERMITJA,Hecho
2286,17,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-11-12 09:44:27,MGZ01/SURT/00012,MGZ01/Stock,Customers,54,,54,71,OP_INTERMITJA,Hecho
2287,18,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-11-12 09:47:13,MGZ01/SURT/00013,MGZ01/Stock,Customers,71,,71,0,OP_INTERMITJA,Hecho
2288,19,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-11-20 08:26:55,MGZ01/ENTRA/00011,Vendors,MGZ01/Stock,195,195,,195,OP_INTERMITJA,Hecho
2289,20,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-11-20 10:58:14,MGZ01/SURT/00014,MGZ01/Stock,Customers,69,,69,126,OP_INTERMITJA,Hecho
2290,21,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-11-20 11:04:20,MGZ01/SURT/00015,MGZ01/Stock,Customers,54,,54,72,OP_INTERMITJA,Hecho
2291,22,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-11-20 11:11:02,MGZ01/SURT/00016,MGZ01/Stock,Customers,72,,72,0,OP_INTERMITJA,Hecho
2292,23,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-11-26 09:32:51,MGZ01/ENTRA/00013,Vendors,MGZ01/Stock,191,191,,191,OP_INTERMITJA,Hecho
2293,24,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-11-26 09:36:01,MGZ01/SURT/00017,MGZ01/Stock,Customers,58,,58,133,OP_INTERMITJA,Hecho
2294,25,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-11-26 09:38:27,MGZ01/SURT/00018,MGZ01/Stock,Customers,56,,56,77,OP_INTERMITJA,Hecho
2295,26,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-11-26 09:54:24,MGZ01/SURT/00019,MGZ01/Stock,Customers,77,,77,0,OP_INTERMITJA,Hecho
2296,27,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-12-03 09:20:46,MGZ01/ENTRA/00016,Vendors,MGZ01/Stock,172,172,,172,OP_INTERMITJA,Hecho
2297,28,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-12-03 09:27:33,MGZ01/SURT/00020,MGZ01/Stock,Customers,68,,68,104,OP_INTERMITJA,Hecho
2298,29,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-12-03 09:34:38,MGZ01/SURT/00021,MGZ01/Stock,Customers,64,,64,40,OP_INTERMITJA,Hecho
2299,30,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-12-03 09:36:44,MGZ01/SURT/00022,MGZ01/Stock,Customers,40,,40,0,OP_INTERMITJA,Hecho
2300,31,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-12-10 09:09:41,MGZ01/ENTRA/00019,Vendors,MGZ01/Stock,198,198,,198,OP_INTERMITJA,Hecho
2301,32,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-12-10 09:11:37,MGZ01/SURT/00023,MGZ01/Stock,Customers,60,,60,138,OP_INTERMITJA,Hecho
2302,33,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-12-10 09:13:54,MGZ01/SURT/00024,MGZ01/Stock,Customers,70,,70,68,OP_INTERMITJA,Hecho
2303,34,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-12-10 09:15:26,MGZ01/SURT/00025,MGZ01/Stock,Customers,68,,68,0,OP_FINAL,Hecho
2304,1,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-10-17 09:41:07,MGZ01/ENTRA/00001,Vendors,MGZ01/Stock,63,63,,63,OP_INICIAL,Hecho
2305,2,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-10-17 10:22:04,MGZ01/SURT/00001,MGZ01/Stock,Customers,63,,63,0,OP_INTERMITJA,Hecho
2306,3,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-10-23 08:57:13,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,183,183,,183,OP_INTERMITJA,Hecho
2307,4,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-10-23 09:03:17,MGZ01/SURT/00002,MGZ01/Stock,Customers,46,,46,137,OP_INTERMITJA,Hecho
2308,5,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-10-23 11:07:13,MGZ01/SURT/00003,MGZ01/Stock,Customers,56,,56,81,OP_INTERMITJA,Hecho
2309,6,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-10-23 11:10:32,MGZ01/SURT/00004,MGZ01/Stock,Customers,81,,81,0,OP_INTERMITJA,Hecho
2310,7,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-10-29 10:22:16,MGZ01/ENTRA/00006,Vendors,MGZ01/Stock,165,165,,165,OP_INTERMITJA,Hecho
2311,8,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-10-29 10:26:03,MGZ01/SURT/00005,MGZ01/Stock,Customers,66,,66,99,OP_INTERMITJA,Hecho
2312,9,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-10-29 10:28:59,MGZ01/SURT/00006,MGZ01/Stock,Customers,53,,53,46,OP_INTERMITJA,Hecho
2313,10,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-10-29 10:31:40,MGZ01/SURT/00007,MGZ01/Stock,Customers,46,,46,0,OP_INTERMITJA,Hecho
2314,11,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-05 09:31:05,MGZ01/ENTRA/00008,Vendors,MGZ01/Stock,189,189,,189,OP_INTERMITJA,Hecho
2315,12,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-05 09:33:39,MGZ01/SURT/00008,MGZ01/Stock,Customers,57,,57,132,OP_INTERMITJA,Hecho
2316,13,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-05 09:37:00,MGZ01/SURT/00009,MGZ01/Stock,Customers,75,,75,57,OP_INTERMITJA,Hecho
2317,14,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-05 09:39:57,MGZ01/SURT/00010,MGZ01/Stock,Customers,57,,57,0,OP_INTERMITJA,Hecho
2318,15,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-12 09:37:13,MGZ01/ENTRA/00010,Vendors,MGZ01/Stock,177,177,,177,OP_INTERMITJA,Hecho
2319,16,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-12 09:39:24,MGZ01/SURT/00011,MGZ01/Stock,Customers,66,,66,111,OP_INTERMITJA,Hecho
2320,17,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-12 09:44:27,MGZ01/SURT/00012,MGZ01/Stock,Customers,40,,40,71,OP_INTERMITJA,Hecho
2321,18,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-12 09:47:13,MGZ01/SURT/00013,MGZ01/Stock,Customers,71,,71,0,OP_INTERMITJA,Hecho
2322,19,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-20 09:01:07,MGZ01/ENTRA/00012,Vendors,MGZ01/Stock,166,166,,166,OP_INTERMITJA,Hecho
2323,20,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-20 10:58:14,MGZ01/SURT/00014,MGZ01/Stock,Customers,59,,59,107,OP_INTERMITJA,Hecho
2324,21,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-20 11:04:20,MGZ01/SURT/00015,MGZ01/Stock,Customers,43,,43,64,OP_INTERMITJA,Hecho
2325,22,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-20 11:11:02,MGZ01/SURT/00016,MGZ01/Stock,Customers,64,,64,0,OP_INTERMITJA,Hecho
2326,23,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-26 09:33:57,MGZ01/ENTRA/00014,Vendors,MGZ01/Stock,206,206,,206,OP_INTERMITJA,Hecho
2327,24,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-26 09:36:01,MGZ01/SURT/00017,MGZ01/Stock,Customers,65,,65,141,OP_INTERMITJA,Hecho
2328,25,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-26 09:38:27,MGZ01/SURT/00018,MGZ01/Stock,Customers,67,,67,74,OP_INTERMITJA,Hecho
2329,26,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-26 09:54:24,MGZ01/SURT/00019,MGZ01/Stock,Customers,74,,74,0,OP_INTERMITJA,Hecho
2330,27,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-12-03 09:22:15,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,197,197,,197,OP_INTERMITJA,Hecho
2331,28,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-12-03 09:27:33,MGZ01/SURT/00020,MGZ01/Stock,Customers,69,,69,128,OP_INTERMITJA,Hecho
2332,29,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-12-03 09:34:38,MGZ01/SURT/00021,MGZ01/Stock,Customers,69,,69,59,OP_INTERMITJA,Hecho
2333,30,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-12-03 09:36:44,MGZ01/SURT/00022,MGZ01/Stock,Customers,59,,59,0,OP_INTERMITJA,Hecho
2334,31,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-12-10 09:08:30,MGZ01/ENTRA/00018,Vendors,MGZ01/Stock,175,175,,175,OP_INTERMITJA,Hecho
2335,32,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-12-10 09:11:37,MGZ01/SURT/00023,MGZ01/Stock,Customers,54,,54,121,OP_INTERMITJA,Hecho
2336,33,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-12-10 09:13:54,MGZ01/SURT/00024,MGZ01/Stock,Customers,65,,65,56,OP_INTERMITJA,Hecho
2337,34,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-12-10 09:15:26,MGZ01/SURT/00025,MGZ01/Stock,Customers,56,,56,0,OP_FINAL,Hecho
2338,1,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-10-17 09:41:07,MGZ01/ENTRA/00001,Vendors,MGZ01/Stock,54,54,,54,OP_INICIAL,Hecho
2339,2,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-10-17 10:22:04,MGZ01/SURT/00001,MGZ01/Stock,Customers,54,,54,0,OP_INTERMITJA,Hecho
2340,3,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-10-23 08:57:13,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,182,182,,182,OP_INTERMITJA,Hecho
2341,4,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-10-23 09:03:17,MGZ01/SURT/00002,MGZ01/Stock,Customers,54,,54,128,OP_INTERMITJA,Hecho
2342,5,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-10-23 11:07:13,MGZ01/SURT/00003,MGZ01/Stock,Customers,61,,61,67,OP_INTERMITJA,Hecho
2343,6,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-10-23 11:10:32,MGZ01/SURT/00004,MGZ01/Stock,Customers,67,,67,0,OP_INTERMITJA,Hecho
2344,7,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-10-29 10:22:16,MGZ01/ENTRA/00006,Vendors,MGZ01/Stock,166,166,,166,OP_INTERMITJA,Hecho
2345,8,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-10-29 10:26:03,MGZ01/SURT/00005,MGZ01/Stock,Customers,59,,59,107,OP_INTERMITJA,Hecho
2346,9,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-10-29 10:28:59,MGZ01/SURT/00006,MGZ01/Stock,Customers,50,,50,57,OP_INTERMITJA,Hecho
2347,10,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-10-29 10:31:40,MGZ01/SURT/00007,MGZ01/Stock,Customers,57,,57,0,OP_INTERMITJA,Hecho
2348,11,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-05 09:31:05,MGZ01/ENTRA/00008,Vendors,MGZ01/Stock,204,204,,204,OP_INTERMITJA,Hecho
2349,12,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-05 09:33:39,MGZ01/SURT/00008,MGZ01/Stock,Customers,59,,59,145,OP_INTERMITJA,Hecho
2350,13,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-05 09:37:00,MGZ01/SURT/00009,MGZ01/Stock,Customers,86,,86,59,OP_INTERMITJA,Hecho
2351,14,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-05 09:39:57,MGZ01/SURT/00010,MGZ01/Stock,Customers,59,,59,0,OP_INTERMITJA,Hecho
2352,15,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-12 09:37:13,MGZ01/ENTRA/00010,Vendors,MGZ01/Stock,187,187,,187,OP_INTERMITJA,Hecho
2353,16,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-12 09:39:24,MGZ01/SURT/00011,MGZ01/Stock,Customers,58,,58,129,OP_INTERMITJA,Hecho
2354,17,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-12 09:44:27,MGZ01/SURT/00012,MGZ01/Stock,Customers,57,,57,72,OP_INTERMITJA,Hecho
2355,18,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-12 09:47:13,MGZ01/SURT/00013,MGZ01/Stock,Customers,72,,72,0,OP_INTERMITJA,Hecho
2356,19,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-20 09:01:07,MGZ01/ENTRA/00012,Vendors,MGZ01/Stock,175,175,,175,OP_INTERMITJA,Hecho
2357,20,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-20 10:58:14,MGZ01/SURT/00014,MGZ01/Stock,Customers,64,,64,111,OP_INTERMITJA,Hecho
2358,21,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-20 11:04:20,MGZ01/SURT/00015,MGZ01/Stock,Customers,47,,47,64,OP_INTERMITJA,Hecho
2359,22,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-20 11:11:02,MGZ01/SURT/00016,MGZ01/Stock,Customers,64,,64,0,OP_INTERMITJA,Hecho
2360,23,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-26 09:33:57,MGZ01/ENTRA/00014,Vendors,MGZ01/Stock,210,210,,210,OP_INTERMITJA,Hecho
2361,24,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-26 09:36:01,MGZ01/SURT/00017,MGZ01/Stock,Customers,77,,77,133,OP_INTERMITJA,Hecho
2362,25,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-26 09:38:27,MGZ01/SURT/00018,MGZ01/Stock,Customers,80,,80,53,OP_INTERMITJA,Hecho
2363,26,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-26 09:54:24,MGZ01/SURT/00019,MGZ01/Stock,Customers,53,,53,0,OP_INTERMITJA,Hecho
2364,27,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-12-03 09:22:15,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,194,194,,194,OP_INTERMITJA,Hecho
2365,28,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-12-03 09:27:33,MGZ01/SURT/00020,MGZ01/Stock,Customers,87,,87,107,OP_INTERMITJA,Hecho
2366,29,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-12-03 09:34:38,MGZ01/SURT/00021,MGZ01/Stock,Customers,59,,59,48,OP_INTERMITJA,Hecho
2367,30,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-12-03 09:36:44,MGZ01/SURT/00022,MGZ01/Stock,Customers,48,,48,0,OP_INTERMITJA,Hecho
2368,31,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-12-10 09:08:30,MGZ01/ENTRA/00018,Vendors,MGZ01/Stock,190,190,,190,OP_INTERMITJA,Hecho
2369,32,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-12-10 09:11:37,MGZ01/SURT/00023,MGZ01/Stock,Customers,55,,55,135,OP_INTERMITJA,Hecho
2370,33,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-12-10 09:13:54,MGZ01/SURT/00024,MGZ01/Stock,Customers,72,,72,63,OP_INTERMITJA,Hecho
2371,34,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-12-10 09:15:26,MGZ01/SURT/00025,MGZ01/Stock,Customers,63,,63,0,OP_FINAL,Hecho
2372,1,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-10-17 09:41:03,MGZ01/ENTRA/00001,Vendors,MGZ01/Stock,42,42,,42,OP_INICIAL,Hecho
2373,2,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-10-17 10:21:56,MGZ01/SURT/00001,MGZ01/Stock,Customers,42,,42,0,OP_INTERMITJA,Hecho
2374,3,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-10-22 09:37:50,MGZ01/ENTRA/00003,Vendors,MGZ01/Stock,149,149,,149,OP_INTERMITJA,Hecho
2375,4,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-10-22 11:43:49,MGZ01/SURT/00003,MGZ01/Stock,Customers,51,,51,98,OP_INTERMITJA,Hecho
2376,5,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-10-22 11:49:32,MGZ01/SURT/00004,MGZ01/Stock,Customers,42,,42,56,OP_INTERMITJA,Hecho
2377,6,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-10-22 11:53:24,MGZ01/SURT/00005,MGZ01/Stock,Customers,56,,56,0,OP_INTERMITJA,Hecho
2378,7,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-10-29 09:23:27,MGZ01/ENTRA/00008,Vendors,MGZ01/Stock,140,140,,140,OP_INTERMITJA,Hecho
2379,8,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-10-29 09:30:01,MGZ01/SURT/00006,MGZ01/Stock,Customers,45,,45,95,OP_INTERMITJA,Hecho
2380,9,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-10-29 09:34:07,MGZ01/SURT/00007,MGZ01/Stock,Customers,50,,50,45,OP_INTERMITJA,Hecho
2381,10,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-10-29 09:37:14,MGZ01/SURT/00008,MGZ01/Stock,Customers,45,,45,0,OP_INTERMITJA,Hecho
2382,11,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-05 09:08:56,MGZ01/ENTRA/00010,Vendors,MGZ01/Stock,122,122,,122,OP_INTERMITJA,Hecho
2383,12,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-05 09:22:43,MGZ01/SURT/00009,MGZ01/Stock,Customers,42,,42,80,OP_INTERMITJA,Hecho
2384,13,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-05 09:25:18,MGZ01/SURT/00010,MGZ01/Stock,Customers,36,,36,44,OP_INTERMITJA,Hecho
2385,14,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-05 09:27:29,MGZ01/SURT/00011,MGZ01/Stock,Customers,44,,44,0,OP_INTERMITJA,Hecho
2386,15,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-12 09:02:27,MGZ01/ENTRA/00012,Vendors,MGZ01/Stock,129,129,,129,OP_INTERMITJA,Hecho
2387,16,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-12 09:06:07,MGZ01/SURT/00012,MGZ01/Stock,Customers,36,,36,93,OP_INTERMITJA,Hecho
2388,17,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-12 09:10:36,MGZ01/SURT/00013,MGZ01/Stock,Customers,58,,58,35,OP_INTERMITJA,Hecho
2389,18,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-12 09:13:04,MGZ01/SURT/00014,MGZ01/Stock,Customers,35,,35,0,OP_INTERMITJA,Hecho
